"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","ic","prolific_id","att_1","att_2","P","H","comfort_1","likely_1","service_1","organism_1","bio_1","conscious_1","soul_1","empathy_1","meaning_1","grow_1","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","education","education_8_TEXT","PROLIFIC_PID","condition"
"4/21/25 12:22","4/21/25 12:23",0,"Anonymized",100,62,1,"4/21/25 12:23","R_5SGeoWp6mEMP9Xn",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"66463a880c519d1fe8124b10",2,5,NA,NA,1,0,3,5,5,5,6,5,4,4,1,"",3,"",30,6,"","66463a880c519d1fe8124b10","person"
"4/21/25 12:21","4/21/25 12:23",0,"Anonymized",100,110,1,"4/21/25 12:23","R_6FDp1OLcCiAyV8x",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"6712d5b9e3d84e9a520966fd",2,5,1,NA,9,10,9,5,4,6,3,6,3,4,1,"",1,"",23,4,"","6712d5b9e3d84e9a520966fd","robot"
"4/21/25 12:22","4/21/25 12:23",0,"Anonymized",100,81,1,"4/21/25 12:23","R_12lGOeqinlYsMMS",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"5e35e5983db03759c2bbbc89",2,5,NA,1,5,6,3,0,0,0,0,0,0,7,2,"",3,"",24,4,"","5e35e5983db03759c2bbbc89","person"
"4/21/25 12:22","4/21/25 12:23",0,"Anonymized",100,85,1,"4/21/25 12:23","R_6RSAzAUmwxY1dfz",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"5db0e17518230d00170d4332",2,5,NA,1,8,9,9,5,5,5,5,4,5,5,1,"",3,"",49,4,"","5db0e17518230d00170d4332","person"
"4/21/25 12:22","4/21/25 12:23",0,"Anonymized",100,107,1,"4/21/25 12:23","R_57B60S5bF0P8UpX",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"5dccb82a76eab294aa4837ff",2,5,NA,NA,4,6,7,6,7,7,8,6,7,7,1,"",3,"",53,3,"","5dccb82a76eab294aa4837ff","person"
"4/21/25 12:22","4/21/25 12:23",0,"Anonymized",100,90,1,"4/21/25 12:23","R_51h95E6gFTZNquG",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"5f6fd1451758e95a989623b2",2,5,NA,NA,10,10,10,10,10,10,10,10,10,10,1,"",3,"",52,1,"","5f6fd1451758e95a989623b2","person"
"4/21/25 12:21","4/21/25 12:23",0,"Anonymized",100,117,1,"4/21/25 12:23","R_6EoiNamioetbzjI",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"5f79bca83a2eb65c0983816d",2,5,1,NA,10,9,9,0,0,0,0,0,0,0,1,"",3,"",36,1,"","5f79bca83a2eb65c0983816d","robot"
"4/21/25 12:21","4/21/25 12:23",0,"Anonymized",100,118,1,"4/21/25 12:23","R_6S3adlReQZFwjkM",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"667daedf476092c4f2609e26",2,5,1,NA,2,1,7,0,0,0,0,0,0,0,1,"",1,"",44,1,"","667daedf476092c4f2609e26","robot"
"4/21/25 12:22","4/21/25 12:23",0,"Anonymized",100,77,1,"4/21/25 12:23","R_6KrRyWEmTeGjWmW",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"5dc797a6a4cc4255f8ea588e",2,5,NA,1,7,8,7,8,8,9,9,8,7,7,1,"",3,"",22,4,"","5dc797a6a4cc4255f8ea588e","person"
"4/21/25 12:22","4/21/25 12:23",0,"Anonymized",100,111,1,"4/21/25 12:23","R_6e3TvkVy50c6ebe",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"63fcf26a814570a76bcf2237",2,5,NA,1,10,9,10,10,10,10,10,10,10,10,1,"",1,"",34,3,"","63fcf26a814570a76bcf2237","person"
"4/21/25 12:22","4/21/25 12:23",0,"Anonymized",100,92,1,"4/21/25 12:23","R_1QYRLiY6app7Ur9",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"6629441d34c59354769e5ecd",2,5,NA,NA,10,8,8,10,10,10,10,10,10,10,1,"",3,"",49,4,"","6629441d34c59354769e5ecd","person"
"4/21/25 12:22","4/21/25 12:24",0,"Anonymized",100,107,1,"4/21/25 12:24","R_6iOQJU417GQbLkl",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"63686d18c3ed2b47b0bc5d21",2,5,NA,1,8,8,8,2,2,2,2,5,6,7,2,"",3,"",48,5,"","63686d18c3ed2b47b0bc5d21","person"
"4/21/25 12:22","4/21/25 12:24",0,"Anonymized",100,113,1,"4/21/25 12:24","R_6wMFaIDtWQHpp7j",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"662971aa8640cff3126e0f9e",2,5,1,NA,8,8,8,0,0,7,2,5,7,8,2,"",3,"",25,1,"","662971aa8640cff3126e0f9e","robot"
"4/21/25 12:22","4/21/25 12:24",0,"Anonymized",100,85,1,"4/21/25 12:24","R_1Lh5mCmpSUEhtgh",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"63d829b1cfe7269141a85156",2,5,NA,NA,7,8,5,3,3,4,3,5,4,6,1,"",4,"",23,4,"","63d829b1cfe7269141a85156","person"
"4/21/25 12:22","4/21/25 12:24",0,"Anonymized",100,91,1,"4/21/25 12:24","R_6eyHfb8JkXqxgbT",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"5c7135f1bd8e00000172fdf5",2,5,NA,NA,7,1,5,0,0,0,0,0,0,0,1,"",3,"",41,3,"","5c7135f1bd8e00000172fdf5","person"
"4/21/25 12:22","4/21/25 12:24",0,"Anonymized",100,102,1,"4/21/25 12:24","R_7Uj7fkYIxkrGzIZ",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"59107216127b0b00011fabea",2,5,NA,NA,5,5,5,4,3,4,4,5,5,5,2,"",2,"",35,5,"","59107216127b0b00011fabea","robot"
"4/21/25 12:22","4/21/25 12:24",0,"Anonymized",100,102,1,"4/21/25 12:24","R_6TSiuTQVBm1RQhX",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"5c3b70640eaa0100018ea877",2,5,NA,1,2,2,2,0,0,0,0,0,0,0,1,"",3,"",60,4,"","5c3b70640eaa0100018ea877","person"
"4/21/25 12:22","4/21/25 12:24",0,"Anonymized",100,107,1,"4/21/25 12:24","R_6jQbQUkXrbgj8II",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"5e1fc8d45427912f6143b012",2,5,NA,NA,8,5,8,5,5,5,5,6,NA,9,2,"",3,"",62,4,"","5e1fc8d45427912f6143b012","person"
"4/21/25 12:21","4/21/25 12:24",0,"Anonymized",100,128,1,"4/21/25 12:24","R_6PdcEbwi2BxuTIr",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"669fc445c9abf8fbccc25454",2,5,NA,NA,6,6,5,5,0,0,0,0,0,0,2,"",3,"",29,4,"","669fc445c9abf8fbccc25454","person"
"4/21/25 12:22","4/21/25 12:24",0,"Anonymized",100,110,1,"4/21/25 12:24","R_6rhGJQlEBIMyTgB",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"6651064be071e3482a85f01c",2,5,NA,NA,0,0,5,0,0,0,0,0,0,0,1,"",4,"",45,4,"","6651064be071e3482a85f01c","robot"
"4/21/25 12:22","4/21/25 12:24",0,"Anonymized",100,121,1,"4/21/25 12:24","R_1UfjoxCDhY0f3cJ",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"5eaf1a2c649fd108284c2b5f",2,5,NA,NA,2,1,7,0,0,0,0,0,0,0,2,"",3,"",49,6,"","5eaf1a2c649fd108284c2b5f","robot"
"4/21/25 12:22","4/21/25 12:24",0,"Anonymized",100,94,1,"4/21/25 12:24","R_3ehlZOusugNTNhv",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"660db7a0e45001b3e976309e",2,5,1,NA,6,6,4,0,0,0,0,0,0,0,1,"",3,"",42,4,"","660db7a0e45001b3e976309e","robot"
"4/21/25 12:22","4/21/25 12:24",0,"Anonymized",100,74,1,"4/21/25 12:24","R_3HudfBIqbVQOqOt",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"63e54336ed7afb1425f7888f",2,5,NA,NA,8,5,8,10,10,10,10,10,10,10,1,"",3,"",24,4,"","63e54336ed7afb1425f7888f","person"
"4/21/25 12:22","4/21/25 12:24",0,"Anonymized",100,97,1,"4/21/25 12:24","R_3lfYxWByUgpkWzI",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"5e39d872793a082024d9cf18",2,5,NA,NA,3,2,1,0,0,0,0,0,0,0,1,"",3,"",44,3,"","5e39d872793a082024d9cf18","robot"
"4/21/25 12:22","4/21/25 12:24",0,"Anonymized",100,85,1,"4/21/25 12:24","R_5RZWBSKYKeHpm95",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"66621dc2ec23614444716d2c",2,5,NA,NA,4,5,7,10,10,10,10,8,10,10,2,"",2,"",29,1,"","66621dc2ec23614444716d2c","person"
"4/21/25 12:22","4/21/25 12:24",0,"Anonymized",100,109,1,"4/21/25 12:24","R_6DZk0g9q8ZEn4nD",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"598cbe5651049400015fd93b",2,5,NA,NA,3,3,8,0,1,0,0,0,5,8,2,"",6,"mixed",32,4,"","598cbe5651049400015fd93b","robot"
"4/21/25 12:22","4/21/25 12:24",0,"Anonymized",100,124,1,"4/21/25 12:24","R_1LQ9lXBq6zkRO8x",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"67178054a368314e6afa5ed4",2,5,NA,NA,7,6,6,0,0,2,0,1,2,4,1,"",3,"",38,3,"","67178054a368314e6afa5ed4","robot"
"4/21/25 12:21","4/21/25 12:24",0,"Anonymized",100,140,1,"4/21/25 12:24","R_6guPTTq0twyNQc1",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"6151e479b4ee16668948c7f2",2,5,NA,NA,2,2,7,0,0,0,0,0,5,0,1,"",3,"",71,4,"","6151e479b4ee16668948c7f2","robot"
"4/21/25 12:22","4/21/25 12:24",0,"Anonymized",100,89,1,"4/21/25 12:24","R_5HW7dZHVbF3qTlv",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"60f43c3a0fd9723feba1af38",2,5,NA,NA,10,8,8,9,8,10,10,8,10,10,1,"",3,"",53,5,"","60f43c3a0fd9723feba1af38","person"
"4/21/25 12:22","4/21/25 12:24",0,"Anonymized",100,126,1,"4/21/25 12:24","R_61F2fCbyXYYVl6P",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"636148a83d7a7c349bb08436",2,5,NA,1,6,7,6,3,3,2,2,3,3,1,2,"",3,"",36,4,"","636148a83d7a7c349bb08436","person"
"4/21/25 12:23","4/21/25 12:24",0,"Anonymized",100,64,1,"4/21/25 12:24","R_3aLzg549VKhmtIi",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"63d07155a81baf5108925992",2,5,1,NA,8,9,10,6,6,7,6,8,7,8,1,"",2,"",36,4,"","63d07155a81baf5108925992","robot"
"4/21/25 12:22","4/21/25 12:24",0,"Anonymized",100,131,1,"4/21/25 12:24","R_6kHtv2EOXaab5pE",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"5f4f9bc1f7598f06b2dc816f",2,5,NA,NA,6,6,6,3,3,6,2,4,4,4,1,"",3,"",71,5,"","5f4f9bc1f7598f06b2dc816f","robot"
"4/21/25 12:22","4/21/25 12:24",0,"Anonymized",100,132,1,"4/21/25 12:24","R_1DqE2G2c4F4RoB2",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"640e937a76dd9d1d852a7642",2,5,NA,NA,8,8,8,0,0,1,0,0,2,7,2,"",3,"",53,5,"","640e937a76dd9d1d852a7642","robot"
"4/21/25 12:22","4/21/25 12:24",0,"Anonymized",100,121,1,"4/21/25 12:24","R_7EuN7rfCCmDYYKy",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"60fd6618f9a377f54dcdf318",2,5,NA,NA,6,7,7,0,0,0,0,0,0,2,1,"",3,"",38,5,"","60fd6618f9a377f54dcdf318","robot"
"4/21/25 12:21","4/21/25 12:24",0,"Anonymized",100,146,1,"4/21/25 12:24","R_3HzrPnjaow5Uiuf",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"66a02d45a7db35d93c9f6a81",2,5,1,NA,4,4,7,3,3,4,3,4,3,6,1,"",3,"",26,3,"","66a02d45a7db35d93c9f6a81","robot"
"4/21/25 12:22","4/21/25 12:24",0,"Anonymized",100,100,1,"4/21/25 12:24","R_3YPsqd0ubHDNkg6",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"6643a03cae7b7a08b496f4f3",2,5,1,NA,1,1,6,0,0,0,0,0,0,2,2,"",3,"",33,4,"","6643a03cae7b7a08b496f4f3","robot"
"4/21/25 12:22","4/21/25 12:24",0,"Anonymized",100,112,1,"4/21/25 12:24","R_39djyyTxyPY3kGS",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"5e759f933115e010b2ab6288",2,5,NA,NA,0,0,0,0,0,0,0,0,0,0,1,"",3,"",34,7,"","5e759f933115e010b2ab6288","robot"
"4/21/25 12:22","4/21/25 12:24",0,"Anonymized",100,108,1,"4/21/25 12:24","R_1eOxSrUwFMYszRk",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"5ed0539cc810201300401301",2,5,1,NA,9,9,9,0,0,0,0,4,3,0,2,"",3,"",45,2,"","5ed0539cc810201300401301","robot"
"4/21/25 12:22","4/21/25 12:24",0,"Anonymized",100,127,1,"4/21/25 12:24","R_1veQGf7abEX8clr",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"66b91ee649636fce844ef133",2,5,NA,NA,6,6,7,2,1,2,1,3,4,3,2,"",3,"",43,4,"","66b91ee649636fce844ef133","robot"
"4/21/25 12:22","4/21/25 12:24",0,"Anonymized",100,101,1,"4/21/25 12:24","R_6I3Lk7bset81r0S",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"66ef212cf79668f34be612d8",2,5,NA,1,10,5,8,5,5,5,5,5,5,5,2,"",3,"",33,4,"","66ef212cf79668f34be612d8","person"
"4/21/25 12:22","4/21/25 12:24",0,"Anonymized",100,99,1,"4/21/25 12:24","R_6bo5tndTmGvch8d",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"6108e0b9b254d1ce92a37b95",2,5,NA,NA,10,6,10,0,0,0,0,0,0,10,2,"",3,"",35,1,"","6108e0b9b254d1ce92a37b95","robot"
"4/21/25 12:23","4/21/25 12:24",0,"Anonymized",100,79,1,"4/21/25 12:24","R_14nFLbrO8aDzisR",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"666382ae8e2b0242b661879a",2,5,NA,1,10,10,10,10,10,10,10,10,10,10,1,"",2,"",43,4,"","666382ae8e2b0242b661879a","person"
"4/21/25 12:22","4/21/25 12:24",0,"Anonymized",100,99,1,"4/21/25 12:24","R_7cVctMjkNqCWLAe",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"663fc86d16f7bacf9bb69a20",2,5,NA,1,8,6,9,3,3,7,2,3,5,5,2,"",3,"",32,4,"","663fc86d16f7bacf9bb69a20","person"
"4/21/25 12:23","4/21/25 12:24",0,"Anonymized",100,90,1,"4/21/25 12:24","R_7VvvTnnl5SKbxXX",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"6333926e48c34a5d39353558",2,5,NA,NA,8,10,8,1,2,0,1,9,1,1,1,"",3,"",45,3,"","6333926e48c34a5d39353558","person"
"4/21/25 12:23","4/21/25 12:24",0,"Anonymized",100,74,1,"4/21/25 12:24","R_5axaa4O8Wx1GQoW",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"5cfec17adc24bc00016efa53",2,5,NA,NA,5,5,5,10,10,10,10,10,10,10,1,"",3,"",39,4,"","5cfec17adc24bc00016efa53","person"
"4/21/25 12:22","4/21/25 12:24",0,"Anonymized",100,117,1,"4/21/25 12:24","R_7sARLWjU6AQGJZD",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"60370d269f029917f89b4514",2,5,NA,NA,8,8,7,1,1,1,0,0,1,1,1,"",3,"",49,7,"","60370d269f029917f89b4514","person"
"4/21/25 12:22","4/21/25 12:24",0,"Anonymized",100,103,1,"4/21/25 12:24","R_6YXpzLgYe9Bw4bD",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"62f8f9a33bc7d6d2915ea840",2,5,1,NA,7,5,9,0,0,1,0,0,0,4,1,"",3,"",33,2,"","62f8f9a33bc7d6d2915ea840","robot"
"4/21/25 12:22","4/21/25 12:24",0,"Anonymized",100,153,1,"4/21/25 12:24","R_6EHd7yiZPCG2o8N",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"66200b032829f40f3664afdf",2,5,NA,1,9,8,7,9,10,9,9,8,10,9,2,"",3,"",50,1,"","66200b032829f40f3664afdf","person"
"4/21/25 12:23","4/21/25 12:24",0,"Anonymized",100,88,1,"4/21/25 12:24","R_6jYEwOdriWwUUZX",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"65f0a43ed1d258cc4c97805d",2,5,NA,1,5,6,4,8,9,10,10,6,10,10,2,"",3,"",34,3,"","65f0a43ed1d258cc4c97805d","person"
"4/21/25 12:22","4/21/25 12:24",0,"Anonymized",100,112,1,"4/21/25 12:24","R_7ZNAPuOBi79kKx2",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"66957ab0e33f6b17bea3a067",2,5,1,NA,0,0,0,0,0,0,0,0,0,0,2,"",3,"",20,1,"","66957ab0e33f6b17bea3a067","robot"
"4/21/25 12:22","4/21/25 12:24",0,"Anonymized",100,110,1,"4/21/25 12:24","R_6i4hhUHDjzTErfl",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"60c770aa2d2928bfda4c7cd4",2,5,NA,1,0,0,0,0,0,0,0,0,0,0,1,"",3,"",64,4,"","60c770aa2d2928bfda4c7cd4","person"
"4/21/25 12:22","4/21/25 12:24",0,"Anonymized",100,100,1,"4/21/25 12:24","R_3g63gCoSP0lQsBY",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"6648acc2d8f61a601c3a37ac",2,5,NA,NA,0,0,0,0,0,0,0,0,0,0,1,"",3,"",61,1,"","6648acc2d8f61a601c3a37ac","robot"
"4/21/25 12:22","4/21/25 12:24",0,"Anonymized",100,125,1,"4/21/25 12:24","R_5e8JHW0DsKVF7QB",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","EN",1,"5f13b237c08bc13e4ef2e760",2,5,1,NA,2,2,6,1,1,4,1,5,5,6,2,"",3,"",35,3,"","5f13b237c08bc13e4ef2e760","robot"
