"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent","prolific_id","att_1","att_2","comp","text_explain","q1","q2","q3","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","education","education_8_TEXT","PROLIFIC_PID","Group"
"2024-04-17 13:07:06","2024-04-17 13:08:54","IP Address","Anonymized","100","107","True","2024-04-17 13:08:54","R_2j0Tudi9hNg6bCx","","","","","Anonymized","Anonymized","anonymous","EN","I agree","62e16fb51640e18c6eae623f","Paul","Purple","You were asked to watch a video","A man in a crowded area lifted his arms in a gesture.","It was shorter than expected.","No","No","Male","","White or European","","34","Masters Degree (MS)","","62e16fb51640e18c6eae623f","Video2"
"2024-04-17 13:07:57","2024-04-17 13:08:54","IP Address","Anonymized","100","57","True","2024-04-17 13:08:54","R_5G9x7eIbUeLwxvy","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5acc2d21436f550001003111","Paul","Purple","You were asked to watch a video","a doll moved","no","no","Yes","Male","","Black or African American","","33","Some College","","5acc2d21436f550001003111","Video5"
"2024-04-17 13:07:29","2024-04-17 13:08:55","IP Address","Anonymized","100","85","True","2024-04-17 13:08:56","R_3pQPl0HeU1cluQP","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5e69262252db1208dd701f0d","Paul","Purple","You were asked to watch a video","A man sat at a computer with headphones on","no","it seems low resolution","No","Male","","White or European","","49","Masters Degree (MS)","","5e69262252db1208dd701f0d","Video3"
"2024-04-17 13:07:35","2024-04-17 13:08:58","IP Address","Anonymized","100","82","True","2024-04-17 13:08:58","R_5DwKIcCgiVe08mR","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5a4a94fef7b7bc00014e1462","Paul","Purple","You were asked to watch a video","possibly a robot male making hand gestures in a public line","was engaging and interesting ","n/a","Yes","Male","","Hispanic or Latino","","35","High School or Equivalent","","5a4a94fef7b7bc00014e1462","Video2"
"2024-04-17 13:08:08","2024-04-17 13:09:02","IP Address","Anonymized","100","53","True","2024-04-17 13:09:02","R_30w2MLCedqgtLQl","","","","","Anonymized","Anonymized","anonymous","EN","I agree","60fdd5732c9e665b27eac15e","Paul","Purple","You were asked to watch a video","A man was blinking","None come to mind","no","No","Male","","White or European","","32","College Graduate (4 year)","","60fdd5732c9e665b27eac15e","Video4"
"2024-04-17 13:07:36","2024-04-17 13:09:02","IP Address","Anonymized","100","86","True","2024-04-17 13:09:03","R_2PpiFpzt8AWFXtT","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5fc7e4142a10490c47936a64","Paul","Purple","You were asked to watch a video","A woman nodded a few times, like she was listening to someone explain something","A little awkward","No","No","Female","","White or European","","33","College Graduate (4 year)","","5fc7e4142a10490c47936a64","Video1"
"2024-04-17 13:07:29","2024-04-17 13:09:04","IP Address","Anonymized","100","94","True","2024-04-17 13:09:04","R_52Dquq2Epd7dHQK","","","","","Anonymized","Anonymized","anonymous","EN","I agree","65cc4edf20a0795a18422b8a","Paul","Purple","You were asked to watch a video","I believe it was a very realistic robot of an Asian man.","Kinda spooky? Reminds me of the infamous ""I Feel Fantastic"" video with the eerie singing robot.","There was no audio for me.","Yes","Female","","Asian","","23","College Graduate (4 year)","","65cc4edf20a0795a18422b8a","Video3"
"2024-04-17 13:06:08","2024-04-17 13:09:05","IP Address","Anonymized","100","176","True","2024-04-17 13:09:05","R_2FCCP3HlOYN7DiS","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5629356bc8ffc2001251363b","Paul","Purple","You were asked to watch a video","It showed a man who look like he was looking at something and he blinked quite a bit.","I would like to know what the man was looking at.","The only thing I really notice is there was no sound. ","No","Female","","Black or African American","","48","College Graduate (4 year)","","5629356bc8ffc2001251363b","Video4"
"2024-04-17 13:07:45","2024-04-17 13:09:05","IP Address","Anonymized","100","80","True","2024-04-17 13:09:05","R_71dcrhnz6RjooSo","","","","","Anonymized","Anonymized","anonymous","EN","I agree","6571e4f4cfa8086f608fabf3","Paul","Purple","You were asked to watch a video","A girl was nodding her head yes","It seemed she was agreeing with something","It almost looked like it was in a loop","Yes","Female","","White or European","","23","College Graduate (4 year)","","6571e4f4cfa8086f608fabf3","Video1"
"2024-04-17 13:08:11","2024-04-17 13:09:06","IP Address","Anonymized","100","54","True","2024-04-17 13:09:06","R_5EXkiapZ2xehswp","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5c72f069cf5c4b000197cc30","Paul","Purple","You were asked to watch a video","A man was gesturing. He was at an airport.","Nothing to add","Not really...?","No","Female","","White or European","","39","Masters Degree (MS)","","5c72f069cf5c4b000197cc30","Video2"
"2024-04-17 13:06:53","2024-04-17 13:09:07","IP Address","Anonymized","100","134","True","2024-04-17 13:09:08","R_2qEAU8VRAYs45YV","","","","","Anonymized","Anonymized","anonymous","EN","I agree","631cd2d174d35f3489e933c4","Paul","Purple","You were asked to watch a video","A man is talking while a real life looking robot was moving its head around.","It didn't have audio and the video quality was bad","I think the video was generated by AI.","Yes","Male","","Prefer Not to Say","","30","Masters Degree (MS)","","631cd2d174d35f3489e933c4","Video6"
"2024-04-17 13:07:49","2024-04-17 13:09:09","IP Address","Anonymized","100","80","True","2024-04-17 13:09:10","R_2iUNZgWWJuhjPqr","","","","","Anonymized","Anonymized","anonymous","EN","I agree","6595b7c9b34696ca92b02daf","Paul","Purple","You were asked to watch a video","not sure what happened. the video did not load accordingly","yes, confused","yes, video did not load","No","Female","","Asian","","30","College Graduate (4 year)","","6595b7c9b34696ca92b02daf","Video5"
"2024-04-17 13:07:04","2024-04-17 13:09:11","IP Address","Anonymized","100","126","True","2024-04-17 13:09:11","R_3Hi9tHPIbbKegyp","","","","","Anonymized","Anonymized","anonymous","EN","I agree","60a2743299a0c895f50925f4","Paul","Purple","You were asked to watch a video","It's a robot that resembles a human nodding its head ""yes"".","not really; I've seen it before","It's ceepy?","Yes","Female","","White or European","","57","Some College","","60a2743299a0c895f50925f4","Video1"
"2024-04-17 13:06:05","2024-04-17 13:09:12","IP Address","Anonymized","100","187","True","2024-04-17 13:09:12","R_3DRbbiLVMZ1QbND","","","","","Anonymized","Anonymized","anonymous","EN","I agree","6595a5cbe675d0fc372344b9","Paul","Purple","You were asked to watch a video","A man gestured with his arms.","Not really, the video was very short.","No.","No","Female","","White or European","","67","Vocational/Technical School (2 year)","","6595a5cbe675d0fc372344b9","Video2"
"2024-04-17 13:07:26","2024-04-17 13:09:14","IP Address","Anonymized","100","108","True","2024-04-17 13:09:14","R_2pMA5xm3U8S9os0","","","","","Anonymized","Anonymized","anonymous","EN","I agree","6413599d52dc6500b2430165","Paul","Purple","You were asked to watch a video","A robot looking man was moving ","strange","looked like a robot","Yes","Female","","White or European","","45","Some College","","6413599d52dc6500b2430165","Video2"
"2024-04-17 13:07:32","2024-04-17 13:09:17","IP Address","Anonymized","100","105","True","2024-04-17 13:09:18","R_3IGAkS2FJzssle1","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5eb17aefc2338227ce362731","Paul","Purple","You were asked to watch a video","It was an image of an old man that looked like it was graphically generated moving his head.","Looked like it was computer generated.","That it was computer generated.","Yes","Male","","Hispanic or Latino","","37","College Graduate (4 year)","","5eb17aefc2338227ce362731","Video5"
"2024-04-17 13:08:07","2024-04-17 13:09:18","IP Address","Anonymized","100","70","True","2024-04-17 13:09:18","R_1EKDn83C0k2S9mp","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5afdde7e59ae1e00017e6737","Paul","Purple","You were asked to watch a video","Some Asian guy wearing headphone bobbing his heas","No","There was no sound ","No","Male","","White or European","","31","Professional Degree (MD, JD, etc.)","","5afdde7e59ae1e00017e6737","Video3"
"2024-04-17 13:07:44","2024-04-17 13:09:22","IP Address","Anonymized","100","98","True","2024-04-17 13:09:22","R_1fkOCpyLLPEoTiO","","","","","Anonymized","Anonymized","anonymous","EN","I agree","62b081fb6ecd4a2fce654a97","Paul","Purple","You were asked to watch a video","It was an old man making a weird face.","No. It was just weird.","The old man looked not real.","Yes","Female","","White or European","","27","High School or Equivalent","","62b081fb6ecd4a2fce654a97","Video5"
"2024-04-17 13:08:00","2024-04-17 13:09:23","IP Address","Anonymized","100","83","True","2024-04-17 13:09:24","R_5lhFqLETA34QPaP","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5ea70b0537c5170b90ece8ac","Paul","Purple","You were asked to watch a video","There was a computer-generated image of a man with blonde hair looking at something offscreen","It didn't appear to have any sound, I turned up my volume all the way, thinking I was missing something.","There was no sound","No","Male","","Hispanic or Latino","","32","Masters Degree (MS)","","5ea70b0537c5170b90ece8ac","Video4"
"2024-04-17 13:07:54","2024-04-17 13:09:28","IP Address","Anonymized","100","93","True","2024-04-17 13:09:28","R_3TZd3yjU3kqb62M","","","","","Anonymized","Anonymized","anonymous","EN","I agree","6078d70bf4ca7cf039229d11","Paul","Purple","You were asked to watch a video","White middle aged male speaking with female looking robot next to him.","Might be a video on someone speaking about robots.","N/A","Yes","Female","","Asian","","31","College Graduate (4 year)","","6078d70bf4ca7cf039229d11","Video6"
"2024-04-17 13:06:10","2024-04-17 13:09:28","IP Address","Anonymized","100","197","True","2024-04-17 13:09:28","R_7V1t8bqQ19IEu9e","","","","","Anonymized","Anonymized","anonymous","EN","I agree","63fb7bd7941b345c37a9c54e","Paul","Purple","You were asked to watch a video","There was a human and a robot","No thoughts actually","There was nothing unusual about the video","Yes","Male","","White or European","","53","Masters Degree (MS)","","63fb7bd7941b345c37a9c54e","Video6"
"2024-04-17 13:06:57","2024-04-17 13:09:30","IP Address","Anonymized","100","152","True","2024-04-17 13:09:30","R_2szEoUZOKeUzpoB","","","","","Anonymized","Anonymized","anonymous","EN","I agree","63cbfaf6ab54f6b8d8a054d7","Paul","Green","You were asked to watch a video","A woman in a white shirt was nodding her head.","I wondered if she had a brain disorder.","No.","No","Female","","White or European","","59","Some College","","63cbfaf6ab54f6b8d8a054d7","Video1"
"2024-04-17 13:06:53","2024-04-17 13:09:31","IP Address","Anonymized","100","158","True","2024-04-17 13:09:32","R_7Eg9iLvr4NIgoLr","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5fc341fc7f43d26031d24129","Paul","Purple","You were asked to watch a video","A man was talking while a robot with brown hair and human features moved her head. There was no sound.","I wonder what he is saying and why the robot is moving that way","There was no sound, and the woman was a robot","Yes","Female","","White or European","","28","High School or Equivalent","","5fc341fc7f43d26031d24129","Video6"
"2024-04-17 13:05:59","2024-04-17 13:09:36","IP Address","Anonymized","100","217","True","2024-04-17 13:09:36","R_24FAQczfxelo0Nj","","","","","Anonymized","Anonymized","anonymous","EN","I agree","6123d102b713b8a947fd2eb2","Paul","Purple","You were asked to watch a video","It was a woman in glasses who appeared to nod or bow while seated to the other person off-camera.  ","I was wondering if the sound was on or the video had no sound because I heard none.  ","I did not pick up anything.  ","No","Male","","White or European","","51","Masters Degree (MS)","","6123d102b713b8a947fd2eb2","Video3"
"2024-04-17 13:08:08","2024-04-17 13:09:37","IP Address","Anonymized","100","89","True","2024-04-17 13:09:38","R_2PzZahyLyDfk2pW","","","","","Anonymized","Anonymized","anonymous","EN","I agree","62ef8372cd41d2893d237b6b","Paul","Green","You were asked to watch a video","There was a man in the video","It was interesting","no","No","Male","","Mixed","","27","Some College","","62ef8372cd41d2893d237b6b","Video2"
"2024-04-17 13:08:17","2024-04-17 13:09:42","IP Address","Anonymized","100","85","True","2024-04-17 13:09:42","R_5ecr5cOG1Pc8mjL","","","","","Anonymized","Anonymized","anonymous","EN","I agree","63d2adab424a533077975b12","Paul","Purple","You were asked to watch a video","A man was talking as a young girl listened","It was odd","No audio","No","Male","","White or European","","31","College Graduate (4 year)","","63d2adab424a533077975b12","Video6"
"2024-04-17 13:06:28","2024-04-17 13:09:47","IP Address","Anonymized","100","199","True","2024-04-17 13:09:48","R_3I043ZFGufBfmyU","","","","","Anonymized","Anonymized","anonymous","EN","I agree","63d7ab31b392696900786d31","Paul","Purple","You were asked to watch a video","One animated person was talking while the other stayed silent","There was no audio and the graphics were somewhat strange","There was someone in the background not moving at all","No","Prefer not to disclose","","Asian","","19","Some College","","63d7ab31b392696900786d31","Video6"
"2024-04-17 13:07:11","2024-04-17 13:09:51","IP Address","Anonymized","100","159","True","2024-04-17 13:09:51","R_3JmxEywAqETOwHT","","","","","Anonymized","Anonymized","anonymous","EN","I agree","65cb85708518a954f8158de2","Paul","Purple","You were asked to watch a video","A man's head(clearly AI generated) is making a weird movement.","No","The person is moving in a jittery way.","Yes","Female","","Asian","","21","Some College","","65cb85708518a954f8158de2","Video5"
"2024-04-17 13:07:27","2024-04-17 13:09:51","IP Address","Anonymized","100","143","True","2024-04-17 13:09:52","R_50zzta05bUE59jH","","","","","Anonymized","Anonymized","anonymous","EN","I agree","60ab6e743bb39383d6ef9922","Paul","Purple","You were asked to watch a video","A robot designed to look like a human nods their head up and down. That's what it looked like to me, at least.","It was creepy.","The robot face was incredibly uncanny, I'm referring to the fact that it was intended to look like a human but just doesn't.","Yes","Male","","White or European","","20","High School or Equivalent","","60ab6e743bb39383d6ef9922","Video1"
"2024-04-17 13:08:41","2024-04-17 13:09:52","IP Address","Anonymized","100","70","True","2024-04-17 13:09:52","R_2jk8FcIRnaaeUd5","","","","","Anonymized","Anonymized","anonymous","EN","I agree","62f661f932b20c9fc240d82f","Paul","Purple","You were asked to watch a video","an old guy was talking","no","no","No","Male","","Black or African American","","35","College Graduate (4 year)","","62f661f932b20c9fc240d82f","Video2"
"2024-04-17 13:07:16","2024-04-17 13:09:52","IP Address","Anonymized","100","155","True","2024-04-17 13:09:53","R_5c3GxB1uy5myTqF","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5e3756aa5bd56a6e020fa47f","Paul","Purple","You were asked to watch a video","There was no sound, but a man was talking to the camera. He was standing behind what appeared to be a lifelike female presenting robot who was moving slightly.","I wonder if it was intentional that there was no sound. I'm curious what he was talking about.","There was no sound. ","Yes","Female","","White or European","","30","College Graduate (4 year)","","5e3756aa5bd56a6e020fa47f","Video6"
"2024-04-17 13:07:59","2024-04-17 13:09:53","IP Address","Anonymized","100","113","True","2024-04-17 13:09:54","R_3yknq6XpnQGuDV7","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5f6b87eaa0ac5f097fc2f902","Paul","Purple","You were asked to watch a video","There was a man just staring at something off camera.","I kept waiting for something to happen.","No.","No","Female","","White or European","","59","College Graduate (4 year)","","5f6b87eaa0ac5f097fc2f902","Video4"
"2024-04-17 13:08:53","2024-04-17 13:09:57","IP Address","Anonymized","100","64","True","2024-04-17 13:09:58","R_5tVXSG1MDTq6W1b","","","","","Anonymized","Anonymized","anonymous","EN","I agree","574dc90512d86b000f833ab0","Paul","Purple","You were asked to watch a video","A human looking robot woman was nodding her head.","No.","No.","Yes","Male","","White or European","","37","High School or Equivalent","","574dc90512d86b000f833ab0","Video1"
"2024-04-17 13:08:25","2024-04-17 13:10:02","IP Address","Anonymized","100","97","True","2024-04-17 13:10:03","R_55D7uG2DhfPkDmx","","","","","Anonymized","Anonymized","anonymous","EN","I agree","6111a1563a1ee66375aa174b","Paul","Purple","You were asked to watch a video","It looked like some kind of robot that was designed to look human was nodding its head.","The movement was very unnatural and kind of creepy","no","Yes","Female","","White or European","","21","Some College","","6111a1563a1ee66375aa174b","Video1"
"2024-04-17 13:08:08","2024-04-17 13:10:05","IP Address","Anonymized","100","117","True","2024-04-17 13:10:06","R_2ONfRTi5k38mcUo","","","","","Anonymized","Anonymized","anonymous","EN","I agree","55a4323dfdf99b02ff6caf81","Paul","Purple","You were asked to watch a video","An animatronic looking puppet in a suit moved about slightly.","It's obviously fake.","It was choppy and the character had jerky movements.","Yes","Male","","White or European","","41","Some College","","55a4323dfdf99b02ff6caf81","Video3"
"2024-04-17 13:08:44","2024-04-17 13:10:05","IP Address","Anonymized","100","81","True","2024-04-17 13:10:06","R_8asfON96OxOn51W","","","","","Anonymized","Anonymized","anonymous","EN","I agree","629e240d15c1ee22dbcdfd1f","Paul","Purple","You were asked to watch a video","a plastic doll's head moved","no","life size doll is pretty strange","Yes","Male","","White or European","","43","Masters Degree (MS)","","629e240d15c1ee22dbcdfd1f","Video1"
"2024-04-17 13:08:32","2024-04-17 13:10:06","IP Address","Anonymized","100","94","True","2024-04-17 13:10:07","R_1q8WsQloLais7zM","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5ef9493ecb96bd6dfc990802","Paul","Purple","You were asked to watch a video","An animation of an older asian man's head, he blinked","That's it's not real","No","Yes","Male","","White or European","","29","Vocational/Technical School (2 year)","","5ef9493ecb96bd6dfc990802","Video5"
"2024-04-17 13:05:44","2024-04-17 13:10:13","IP Address","Anonymized","100","269","True","2024-04-17 13:10:13","R_2rPLxIDZPiggRow","","","","","Anonymized","Anonymized","anonymous","EN","I agree","6598283780cc3628d06fa334","Paul","Purple","You were asked to watch a video","A head of what looked like a human moved around, but it seemed artificial. I think it was a robot.","no","The head didn't seem quite human.","Yes","Other (please specify)","Non-binary","White or European","","40","College Graduate (4 year)","","6598283780cc3628d06fa334","Video5"
"2024-04-17 13:07:23","2024-04-17 13:10:13","IP Address","Anonymized","100","170","True","2024-04-17 13:10:14","R_5r0vHQ0qyINXX9a","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5ee6f91291a7f3467cd37704","Paul","Purple","You were asked to watch a video","I watched an Asian man blink and nod. It was not a real person","It was not a real person","As I said before - not a real person","Yes","Male","","White or European","","61","College Graduate (4 year)","","5ee6f91291a7f3467cd37704","Video5"
"2024-04-17 13:09:05","2024-04-17 13:10:16","IP Address","Anonymized","100","70","True","2024-04-17 13:10:16","R_3CNCz7qw3XSjula","","","","","Anonymized","Anonymized","anonymous","EN","I agree","589b97a23968420001373136","Paul","Purple","You were asked to watch a video","A person blinked.
","It seemed AI generated.","The person moved like a robot.","Yes","Male","","White or European","","47","College Graduate (4 year)","","589b97a23968420001373136","Video5"
"2024-04-17 13:07:49","2024-04-17 13:10:16","IP Address","Anonymized","100","146","True","2024-04-17 13:10:16","R_5ozocB3XyhTJcGx","","","","","Anonymized","Anonymized","anonymous","EN","I agree","654b94a84017ee246601f55c","Paul","Purple","You were asked to watch a video","A man was speaking to the camera and a robot woman was sitting next to him, moving her head.","It was strange. The video did not have sound or captions so I do not know what the man was saying.","Just the lack of sound or captions.","Yes","Female","","Hispanic or Latino","","28","College Graduate (4 year)","","654b94a84017ee246601f55c","Video6"
"2024-04-17 13:08:56","2024-04-17 13:10:19","IP Address","Anonymized","100","83","True","2024-04-17 13:10:19","R_7EyhherApyGrupP","","","","","Anonymized","Anonymized","anonymous","EN","I agree","60cb71bff8a2183f0d5c659d","Paul","Green","You were asked to watch a video","it was an ai generated man","it looked clearly ai generated","no","Yes","Female","","Black or African American","","27","College Graduate (4 year)","","60cb71bff8a2183f0d5c659d","Video4"
"2024-04-17 13:08:38","2024-04-17 13:10:23","IP Address","Anonymized","100","104","True","2024-04-17 13:10:23","R_2z8Sq4bw6RCzi3G","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5c2772d7da85100001c8741d","Paul","Purple","You were asked to watch a video","A man was wearing headphones and speaking","It looked like a robot","The man did not appear human","Yes","Male","","White or European","","47","College Graduate (4 year)","","5c2772d7da85100001c8741d","Video3"
"2024-04-17 13:08:38","2024-04-17 13:10:23","IP Address","Anonymized","100","105","True","2024-04-17 13:10:24","R_2RXXZ1WLMcStQ53","","","","","Anonymized","Anonymized","anonymous","EN","I agree","59a3af455fd74b0001abf9bf","Paul","Purple","You were asked to watch a video","An old asian man with a beard is blinking and tilting their head. The person looks like a robot.","It looks like a robot or a test for a new robot for facial features","The person looks like a robot.","Yes","Male","","Hispanic or Latino","","34","Some College","","59a3af455fd74b0001abf9bf","Video5"
"2024-04-17 13:08:06","2024-04-17 13:10:25","IP Address","Anonymized","100","138","True","2024-04-17 13:10:25","R_3nlHweEn7EhjbaN","","","","","Anonymized","Anonymized","anonymous","EN","I agree","60b088283f529f44ae7ccd37","Paul","Purple","You were asked to watch a video","A man was talking while a woman listened.","Not really, but there was no audio.","There was no audio and the woman looked like an AI.","No","Female","","White or European","","44","Vocational/Technical School (2 year)","","60b088283f529f44ae7ccd37","Video6"
"2024-04-17 13:08:24","2024-04-17 13:10:25","IP Address","Anonymized","100","120","True","2024-04-17 13:10:25","R_5oTSKOANTe8GKKz","","","","","Anonymized","Anonymized","anonymous","EN","I agree","65aebb6bb616bed9700e4ba0","Paul","Purple","You were asked to watch a video","A man was talking in a crowd of people.","Not really.","It was super short.","No","Female","","Black or African American","","23","High School or Equivalent","","65aebb6bb616bed9700e4ba0","Video2"
"2024-04-17 13:08:37","2024-04-17 13:10:26","IP Address","Anonymized","100","108","True","2024-04-17 13:10:26","R_3jeWmJ005czwbRg","","","","","Anonymized","Anonymized","anonymous","EN","I agree","65209f1964bd5784a6ab0ab7","Paul","Purple","You were asked to watch a video","A man with headphones was talking.  He leaned forward slightly near the end.","there was no sound","no","No","Female","","White or European","","46","Some College","","65209f1964bd5784a6ab0ab7","Video3"
"2024-04-17 13:06:19","2024-04-17 13:10:28","IP Address","Anonymized","100","249","True","2024-04-17 13:10:28","R_2LXnBeG4hxEFtbb","","","","","Anonymized","Anonymized","anonymous","EN","I agree","64e970e4337e163e71677537","Paul","Purple","You were asked to watch a video","A robot was nodding.","It was a creepy robot programmed to nod agreeably.  It didn't look very natural.","It wasn't state of the art, looked like something from 10 years ago.","Yes","Male","","White or European","","61","College Graduate (4 year)","","64e970e4337e163e71677537","Video1"
"2024-04-17 13:08:56","2024-04-17 13:10:28","IP Address","Anonymized","100","92","True","2024-04-17 13:10:29","R_5GBVLtowPYhJ0rI","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5dd663c3cf8e7e5efc123950","Paul","Purple","You were asked to watch a video","A man stared intently at an object offscreen.","No real reactions as it was a fairly short video.","Nothing stood out to me because the video was so short.","No","Male","","White or European","","37","Some College","","5dd663c3cf8e7e5efc123950","Video4"
"2024-04-17 13:08:49","2024-04-17 13:10:44","IP Address","Anonymized","100","115","True","2024-04-17 13:10:45","R_74pVFCEH3zHkR7b","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5cb62e9293342300017a72a1","Paul","Purple","You were asked to watch a video","It was a guy talking with what looked like a robot.","It was a little creepy","It was a human and a robot","Yes","Male","","Hispanic or Latino","","33","College Graduate (4 year)","","5cb62e9293342300017a72a1","Video6"
"2024-04-17 13:08:52","2024-04-17 13:10:48","IP Address","Anonymized","100","116","True","2024-04-17 13:10:49","R_39pqfFHzveNy3wx","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5f847dd8347e210d1acd5802","Paul","Purple","You were asked to watch a video","A man was talking, and there was a very strange looking girl at his side who was looking into the foreground and didn't say anything","It was somewhat unsettling","The audio didn't work for me","No","Male","","White or European","","34","College Graduate (4 year)","","5f847dd8347e210d1acd5802","Video6"
"2024-04-17 13:10:02","2024-04-17 13:10:59","IP Address","Anonymized","100","56","True","2024-04-17 13:10:59","R_7iUrWjrBdS462QE","","","","","Anonymized","Anonymized","anonymous","EN","I agree","62fedd1d5abea42a4a58a82a","Paul","Purple","You were asked to watch a video","A guy was looking down.","No, it was an odd video.","No","No","Male","","Asian","","29","College Graduate (4 year)","","62fedd1d5abea42a4a58a82a","Video4"
"2024-04-17 13:08:21","2024-04-17 13:11:08","IP Address","Anonymized","100","167","True","2024-04-17 13:11:09","R_7KhCBkFqCsguOvD","","","","","Anonymized","Anonymized","anonymous","EN","I agree","60904ef91be88083e074a699","Paul","Purple","You were asked to watch a video","a guy was talking, he had headphones around his neck","there was no sound","no sound, and the guy could've been a robot/animatronic ","No","Male","","White or European","","29","High School or Equivalent","","60904ef91be88083e074a699","Video3"
"2024-04-17 13:08:24","2024-04-17 13:11:17","IP Address","Anonymized","100","172","True","2024-04-17 13:11:17","R_5l0FzAAilAPb0uS","","","","","Anonymized","Anonymized","anonymous","EN","I agree","60ff2e8562032dee4cae3805","Paul","Purple","You were asked to watch a video","A guy dressed nice just blinks a few times.","Kinda creepy","No","No","Female","","White or European","","21","College Graduate (4 year)","","60ff2e8562032dee4cae3805","Video4"
"2024-04-17 13:08:49","2024-04-17 13:11:19","IP Address","Anonymized","100","150","True","2024-04-17 13:11:20","R_3jVcBJukLU9cwoB","","","","","Anonymized","Anonymized","anonymous","EN","I agree","65c10df5506dc57432300ee0","Paul","Purple","You were asked to watch a video","A man is talking to the camera with some sort of doll head next to him.","No.","The weird doll head that was next to the man","Yes","Other (please specify)","nonbinary","Black or African American","","30","Some College","","65c10df5506dc57432300ee0","Video6"
"2024-04-17 13:09:56","2024-04-17 13:11:25","IP Address","Anonymized","100","88","True","2024-04-17 13:11:25","R_2g2jgO4sqicJPgZ","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5a21ac2c681a240001ff4103","Paul","Purple","You were asked to watch a video","A man looked pensively toward the bottom right corner of the frame.","Not a lot. It was a pretty ordinary thing to see.","I did not notice anything unusual.","No","Other (please specify)","nonbinary","White or European","","28","College Graduate (4 year)","","5a21ac2c681a240001ff4103","Video4"
"2024-04-17 13:07:08","2024-04-17 13:11:25","IP Address","Anonymized","100","256","True","2024-04-17 13:11:25","R_2sdRRIYOT5RmEHL","","","","","Anonymized","Anonymized","anonymous","EN","I agree","60234c1d5a0cf81cba76ce5d","Paul","Purple","You were asked to watch a video","A man talking while standing next to a robot that was made to look human looks around the room.","I think that that robot is very advanced and has human-like mannerisms.","I did not notice any inconsistencies.","Yes","Female","","Black or African American","","27","College Graduate (4 year)","","60234c1d5a0cf81cba76ce5d","Video6"
"2024-04-17 13:09:59","2024-04-17 13:11:28","IP Address","Anonymized","100","88","True","2024-04-17 13:11:28","R_5r68ZYcv3DNShf9","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5cb60da9b79eec00134043bc","Paul","Purple","You were asked to watch a video","An old Asian man looked down and then back up again.","I don't think that was a real man. It looked like a robot.","Yes, it looked choppy or slowed down.","Yes","Female","","White or European","","36","Professional Degree (MD, JD, etc.)","","5cb60da9b79eec00134043bc","Video5"
"2024-04-17 13:08:51","2024-04-17 13:11:29","IP Address","Anonymized","100","158","True","2024-04-17 13:11:30","R_1sQKX01PsDpojYZ","","","","","Anonymized","Anonymized","anonymous","EN","I agree","659d52656891d6497b84bb08","Paul","Purple","You were asked to watch a video","CGI of a man speaking and standing next to a woman.","no","the video itself is not usual, the question does not make sense.","No","Male","","White or European","","32","College Graduate (4 year)","","659d52656891d6497b84bb08","Video6"
"2024-04-17 13:09:46","2024-04-17 13:11:32","IP Address","Anonymized","100","106","True","2024-04-17 13:11:32","R_2DS77DWYrxxtLjl","","","","","Anonymized","Anonymized","anonymous","EN","I agree","654be445bf3b7d1fd3bed8de","Paul","Green","You were asked to watch a video","An asian guy was blinking his eyes and lowering his head.","nope","ai generated","No","Male","","White or European","","58","Some College","","654be445bf3b7d1fd3bed8de","Video5"
"2024-04-17 13:10:18","2024-04-17 13:11:36","IP Address","Anonymized","100","77","True","2024-04-17 13:11:36","R_2g8b2aik84Lx9rB","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5c11f8202b16ba0001c8b764","Paul","Purple","You were asked to watch a video","A man was talking in the video","I expected to hear voices but I just saw a video of someone talkling","I couldn't tell if the quality was blurry or if it was AI ","Yes","Female","","Asian","","26","College Graduate (4 year)","","5c11f8202b16ba0001c8b764","Video3"
