"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","X","UserLanguage","writing","MC_1","store_1","restaurant_1","companion_1","conseq","conseq_DO_1","conseq_DO_2","job_1","safety_1","distinctiveness_1","engaging_1","convincing_1","knowledgeable_1","age","gender","conscious","FL_31_DO_no","FL_31_DO_yes"
"5/5/22 16:27","5/5/22 16:32",0,"Anonymized",100,311,1,"5/5/22 16:32","R_2Cd01R24GrprH2H",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","Because of the way our brains work: through electrical stimulus in the brain. Since robots also work on electricity, one can think that robots can develop a consciousness if we copy the mechanisms of our brain. ",2,4,7,3,2,2,1,10,5,3,8,8,9,28,1,"robots can one day have consciousness.",NA,1
"5/5/22 16:28","5/5/22 16:32",0,"Anonymized",100,238,1,"5/5/22 16:32","R_26b90qCoDxCoKME",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","I'm completely down to robots have consciousness. I've played and watched many playthroughs of Detroit: Become human and it really gives insight on it. I pretty much agree with everything that was said in the video",10,9,9,5,1,1,2,5,1,6,7,9,9,21,2,"robots can one day have consciousness.",NA,1
"5/5/22 16:26","5/5/22 16:32",0,"Anonymized",100,351,1,"5/5/22 16:32","R_6M9dcabj5sOZoQh",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","Well, even though this is said correctly, the information he is giving might not be the onnly information we need. What he is saying is true, to an extent i would say. Robots do not have a mind of their own, but, artificial intelligence, paired with the internet, and the correct programming, might give the robot the ability not only to have consciousness, but it could be paired with real world data and day to day decision making factors that can make a robot take a decision just like a human would.",5,2,2,0,2,2,1,0,1,0,7,7,5,22,1,"robots will never have consciousness.",1,NA
"5/5/22 16:29","5/5/22 16:33",0,"Anonymized",100,250,1,"5/5/22 16:33","R_VPfEzoP39vJp6Df",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","The brain is like a computer, so it does seem fair to describe the robots software as being the brain of the robot. The robots are taught to learn and have independent thought, just like a human brain. ",7,5,4,0,1,1,2,5,3,4,3,5,6,38,2,"robots can one day have consciousness.",NA,1
"5/5/22 16:27","5/5/22 16:33",0,"Anonymized",100,345,1,"5/5/22 16:33","R_1pswncgx4sdyEwr",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","They're true because robots are controlled by humans via computer code. They will never have a mind of their own .
Robots don't have a brain like humans . Humans can control their brain but robots aren't in control of themselves .",1,0,0,8,1,1,2,10,10,10,7,10,10,23,2,"robots will never have consciousness.",1,NA
"5/5/22 16:30","5/5/22 16:33",0,"Anonymized",100,175,1,"5/5/22 16:33","R_UovMtPt23GCtn4R",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","robot mind cant be concious  because its a computer program",1,0,0,0,2,2,1,2,0,0,0,2,5,20,1,"robots will never have consciousness.",1,NA
"5/5/22 16:29","5/5/22 16:33",0,"Anonymized",100,272,1,"5/5/22 16:33","R_3rSDaSmIskqD3mV",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","Because robots and computers work with a programming, they can't think by themselves. ",1,6,7,2,2,2,1,10,5,7,10,10,10,37,2,"robots will never have consciousness.",1,NA
"5/5/22 16:28","5/5/22 16:33",0,"Anonymized",100,276,1,"5/5/22 16:33","R_2QYemNy2F95Fb1c",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","The technology is getting more and more advanced. Even now, some extremely intelligent robots, such as Sophia are being developed. It's very likely that with time their possibilities will grow even more. ",9,8,8,10,1,2,1,7,3,6,7,8,8,25,1,"robots can one day have consciousness.",NA,1
"5/5/22 16:28","5/5/22 16:33",0,"Anonymized",100,282,1,"5/5/22 16:33","R_SNMw8fsEWqrARbP",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","It does seem likely that robots will never be conscious, at least in the same way as humans. The human mind is something immaterial that can't really be explained in simple terms, and it's something that a machine isn't able to replicate. As the video stated, even if a robot seemed to be acting as if it were conscious, it would simply be following instructions that told it to act that way. As humans are biological and robots are mechanical, the latter would never be able to fully replicate the processes of the former, at least not with the technology we have nowadays.",6,2,2,0,1,1,2,7,3,0,1,5,8,19,3,"robots will never have consciousness.",1,NA
"5/5/22 16:30","5/5/22 16:33",0,"Anonymized",100,175,1,"5/5/22 16:33","R_1gBhD118uIpC46C",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","Robots will never have a conscious because I believe that in order to have a conscious, one must be capable of moral thought. Robots do not seem to have that, and only operate based on what's logical.",6,10,10,8,1,2,1,3,6,1,5,7,10,30,2,"robots will never have consciousness.",1,NA
"5/5/22 16:28","5/5/22 16:33",0,"Anonymized",100,323,1,"5/5/22 16:33","R_3lM0Ty6lcukspC8",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","As scientists progress with AI development, it's very likely that we will see conscious robots in the future. AI gets more advanced by the year, so it will eventually replicate a human brain to some degree. It will take years for it to reach a state comparable to an adult brain, but it's possible.",8,1,1,0,2,2,1,8,7,6,9,9,9,27,2,"robots can one day have consciousness.",NA,1
"5/5/22 16:29","5/5/22 16:33",0,"Anonymized",100,263,1,"5/5/22 16:33","R_2PoJrRBh8bbfTse",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","In the video we get presented with the idea that robots can become conscious because scientist are becoming better, and able to copy the way the human brain works, and I think this is a really interesting idea",6,4,4,2,2,1,2,3,6,4,2,4,4,22,1,"robots can one day have consciousness.",NA,1
"5/5/22 16:29","5/5/22 16:33",0,"Anonymized",100,288,1,"5/5/22 16:33","R_8G4umaLhMLSR6Br",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","They are told by professionals in the field. There's been scientific research that proves their arguments.",8,0,0,3,1,1,2,8,NA,3,8,10,8,28,2,"robots can one day have consciousness.",NA,1
"5/5/22 16:29","5/5/22 16:34",0,"Anonymized",100,274,1,"5/5/22 16:34","R_3jdmWwSuLwRVd0X",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","Robots can't have a conscious because they have a software. Conscious is immaterial.",2,4,4,4,1,2,1,6,5,5,3,6,7,23,2,"robots will never have consciousness.",1,NA
"5/5/22 16:28","5/5/22 16:34",0,"Anonymized",100,339,1,"5/5/22 16:34","R_RbkNv6dNrPo2Bj3",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","Mind is non physical, its more like a soul and therefore no man or computer can ever create it.",0,3,0,0,2,1,2,0,0,0,9,10,9,23,2,"robots will never have consciousness.",1,NA
"5/5/22 16:27","5/5/22 16:34",0,"Anonymized",100,408,1,"5/5/22 16:34","R_2rwGwTwvchU5M2C",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","This arguments are probably real because how we know the science behind our brain is very advanced but at the same time we know basically everything about it. And the technology is advancing very fast along the years so I think it's a possibilty.",7,3,3,3,2,1,2,5,5,1,8,7,7,19,2,"robots can one day have consciousness.",NA,1
"5/5/22 16:30","5/5/22 16:34",0,"Anonymized",100,202,1,"5/5/22 16:34","R_zZlkj2gHPK7s0ed",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","First of all, the entirety of the human mind can be explained by brain processes and also, the human mind functions like a very complex robot machine. ",4,2,3,0,2,2,1,5,6,8,8,7,9,21,2,"robots can one day have consciousness.",NA,1
"5/5/22 16:29","5/5/22 16:34",0,"Anonymized",100,268,1,"5/5/22 16:34","R_A1E1VRriGi62wmt",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","Since the human mind can be explained by ways of connections and electrical impulses, it is possible for humans to recreate that in robots using the same ideas.  The only obstacle is the complexity of the human mind, but once humans can design something so complex, robots will be able to have consciousness.",7,8,9,2,2,1,2,2,1,6,6,8,6,46,1,"robots can one day have consciousness.",NA,1
"5/5/22 16:29","5/5/22 16:34",0,"Anonymized",100,317,1,"5/5/22 16:34","R_333fBjlLhuDroqF",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","According to the video, we have so much knowledge about t the way the human brain functions, the electrical signals, and the way they send them to connect to each other. therefore professor Geoffrey M Heal seems to believe that this will allow us to understand how to do the same in a computerised way into a robot in the future. ",2,1,0,0,2,1,2,10,10,10,7,5,8,23,2,"robots can one day have consciousness.",NA,1
"5/5/22 16:26","5/5/22 16:34",0,"Anonymized",100,476,1,"5/5/22 16:34","R_DH1wsF1nRulULG9",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","As the science progress I think it is possible that humans will be able to recreate the build of a human mind in robots. If the robot's mind will be working close enough to a human mind, it is possible that robots will be conscious the same way we are.",7,7,7,6,1,1,2,5,4,7,3,6,6,28,2,"robots can one day have consciousness.",NA,1
"5/5/22 16:28","5/5/22 16:34",0,"Anonymized",100,346,1,"5/5/22 16:34","R_3F3EZAWxsJrfJ4J",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","The software that robots operate are improving on a daily basis. The programming becomes more easier by the day to make them have consciousness. ",5,6,7,3,2,2,1,10,8,6,6,5,8,29,1,"robots can one day have consciousness.",NA,1
"5/5/22 16:31","5/5/22 16:34",0,"Anonymized",100,204,1,"5/5/22 16:34","R_ba5jOyImEEuSGnn",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","We are developing AI based on our own human brain structure, if we can recreate those patterns with a computer, technically they should have consciousness such as ours",6,4,4,3,1,1,2,6,2,3,6,5,7,24,1,"robots can one day have consciousness.",NA,1
"5/5/22 16:30","5/5/22 16:34",0,"Anonymized",100,227,1,"5/5/22 16:34","R_31gbeWawv5tpbqE",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","I do agree with what the video says and believe that robots will never have consciousness, simply because they are products made from humankind and could not have a mind on their own or act on their free will just like any normal human.",0,2,2,2,2,1,2,5,8,3,5,6,9,25,2,"robots will never have consciousness.",1,NA
"5/5/22 16:28","5/5/22 16:34",0,"Anonymized",100,378,1,"5/5/22 16:34","R_1gtZx7EfjTkFhWw",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","I agree that human mind is more like a soul, it is not material and that is the reason why robots could not just start thinking for themselves and having feelings. Anything that robots do is based on calculations and set of instructions - completely opposite of human mind where it is also about instincts and feelings and perception.",2,2,2,1,2,1,2,8,7,5,5,7,6,20,2,"robots will never have consciousness.",1,NA
"5/5/22 16:31","5/5/22 16:34",0,"Anonymized",100,193,1,"5/5/22 16:34","R_2v16imyKouYKR9c",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","I believe robots can be consciousness as technology advances so much, There is always been cases of robots escaping buildings which went unexplained, Robots are getting smarter and smarter and can self learn.",10,7,7,5,1,1,2,10,1,1,3,4,7,27,1,"robots can one day have consciousness.",NA,1
"5/5/22 16:29","5/5/22 16:35",0,"Anonymized",100,330,1,"5/5/22 16:35","R_2VOWIxcrzheTpfD",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","exclude","EN","As the video states, the human brain is a just a complex computer, so it is logical that someday we will be able to replicate all processes of the brain artificially as we develop more powerful computers and different computational techniques.",9,7,7,3,1,1,2,7,8,5,3,6,8,33,1,"robots can one day have consciousness.",NA,1
"5/5/22 16:29","5/5/22 16:35",0,"Anonymized",100,316,1,"5/5/22 16:35","R_9pfY4sE68UbPlS1",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","'- rapid development of neuroscience that allows computers to grasp facts about human brain that were unavailable a few years ago 
- as long as consciousness can be understood in terms of electrical and chemical signaling it might be possible to recreate that ",1,1,1,0,2,2,1,1,6,7,2,1,4,22,2,"robots can one day have consciousness.",NA,1
"5/5/22 16:29","5/5/22 16:35",0,"Anonymized",100,321,1,"5/5/22 16:35","R_3G7WPwygtrrVXrL",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","Human mind can be fully explained. It can be recreated by scientists. Human minds are as complicated as a computers ",5,4,4,3,NA,2,1,5,4,4,8,6,5,21,2,"robots can one day have consciousness.",NA,1
"5/5/22 16:30","5/5/22 16:35",0,"Anonymized",100,314,1,"5/5/22 16:35","R_1rBckmWslZlh7pl",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","the mind can be explained by science in that it works on electrical signals and other concepts understood by scientists. this can be recreated. brains are also like a computer, so there isnt reason to believe that a computer or robot doesnt have a brain",3,5,6,3,1,2,1,5,3,3,5,4,4,19,3,"robots can one day have consciousness.",NA,1
"5/5/22 16:27","5/5/22 16:35",0,"Anonymized",100,458,1,"5/5/22 16:35","R_2qEHlcFIbbWs2QN",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","As it was said in the video, robots are just material objects so I think it would be very difficult for a robot to have a conscious. To have a conscious you need to have the sense of goodness or blameworthiness or some sort of a feeling of obligation to be good. If sometimes even humans can't recognize what's good and bad in certain situations then let alone robots",1,2,2,1,2,2,1,9,9,9,9,7,8,24,2,"robots will never have consciousness.",1,NA
"5/5/22 16:29","5/5/22 16:35",0,"Anonymized",100,329,1,"5/5/22 16:35","R_3Jfkn4JJZNjIUMi",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","Robots are created by scientists and humans. Human brains are complex and we have consciousness. So we create the robots with the same aspects of human brains, which makes robots have consciousness. ",6,6,6,5,1,2,1,9,2,5,7,3,6,27,2,"robots can one day have consciousness.",NA,1
"5/5/22 16:27","5/5/22 16:35",0,"Anonymized",100,502,1,"5/5/22 16:35","R_2Toa7GbtFslWV3M",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","Human brain is like a computer, so robotic brain could be similliar to human brain. Scientist can explain every process in human brain so they could recreate it in robotic version.",10,4,7,3,1,1,2,8,3,7,7,8,9,20,1,"robots can one day have consciousness.",NA,1
"5/5/22 16:30","5/5/22 16:35",0,"Anonymized",100,318,1,"5/5/22 16:35","R_1LuQZqFqlsY9KBs",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","Considering the human brain is just a very complex, organic computer. With the advance of science and technology, it is reasonable to expect computers and robots to have a complex ""brain"". This brain, or AI, can possibly develop consciousness.",7,5,5,2,1,2,1,5,3,6,7,8,9,25,1,"robots can one day have consciousness.",NA,1
"5/5/22 16:29","5/5/22 16:35",0,"Anonymized",100,354,1,"5/5/22 16:35","R_2mniUlnzTbLMFLH",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","tiene sentido lo que dice ya que los cientificos pueden entender el cerebro humano aun cuando este es muy complejo, y  podrian eventualmente con toda la ciencia replicarlo por lo que si es posible que algun día tengan conciencia ",5,4,5,2,1,1,2,6,5,6,5,6,7,23,2,"robots can one day have consciousness.",NA,1
"5/5/22 16:32","5/5/22 16:35",0,"Anonymized",100,214,1,"5/5/22 16:35","R_VOwxK3FWkBDdho5",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","I think these statements are true, robots are created because a human made it and they can program a robot to do as they like.",3,5,3,0,2,1,2,9,10,2,4,7,8,21,1,"robots will never have consciousness.",1,NA
"5/5/22 16:29","5/5/22 16:35",0,"Anonymized",100,366,1,"5/5/22 16:35","R_2dWOaUNVviRkBId",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","Robots are able to learn through binary code and can differentiate based on one and zeros hence they are more able to reason than a human can ever do",10,8,10,10,1,1,2,7,0,2,8,4,5,27,1,"robots can one day have consciousness.",NA,1
"5/5/22 16:30","5/5/22 16:35",0,"Anonymized",100,336,1,"5/5/22 16:35","R_PuFDi3bCAUQ2DE5",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","Because everyday scientists are finding out how complex the human brain can be and if we reach to it, we  could recreat it as robots",6,5,0,3,1,2,1,6,6,7,5,6,8,24,1,"robots can one day have consciousness.",NA,1
"5/5/22 16:31","5/5/22 16:35",0,"Anonymized",100,249,1,"5/5/22 16:35","R_3KuzwKbaeoFrOW6",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","They aren't likely to be true, they are true. I'm a computer engineer finishing my degree and I also know a little bit about the human brain and they're not that different at all. Our brains are just electronic circuits responding to electronic signals, like a computer would. When we eventually get a full understanding of the human mind, and develop hardware powerful enough to simulate it, then we have a consciousness.",10,0,0,0,2,2,1,10,0,5,5,3,7,21,1,"robots can one day have consciousness.",NA,1
"5/5/22 16:30","5/5/22 16:35",0,"Anonymized",100,294,1,"5/5/22 16:35","R_799LeHlHAxG2I3D",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","Because as said in the video in order to have a conscious you need to have a mind and a mind is not something that you can just create, it's like a soul so the robots would only be able to be programmed to a certain extend and the mind will be the same thing until its programmed again to change its mind",3,0,0,0,2,2,1,8,7,5,5,6,8,19,1,"robots will never have consciousness.",1,NA
"5/5/22 16:28","5/5/22 16:35",0,"Anonymized",100,438,1,"5/5/22 16:35","R_AHujSJKDpgHCuUV",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","Although I do believe it might be possible for robots to achieve a human-like degree of consciousness, the arguments in the video are likely to be true because it would be too technologically demanding to get to that level. I believe it is theoretically possible, but we will simply not get there.",6,3,3,2,2,2,1,10,5,3,5,5,6,19,1,"robots will never have consciousness.",1,NA
"5/5/22 16:32","5/5/22 16:35",0,"Anonymized",100,225,1,"5/5/22 16:35","R_2s52HehH1XfmwZI",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","Robots are just programs, even the most advanced programs are just code and probability ",4,10,10,10,1,2,1,5,0,0,2,8,2,27,2,"robots will never have consciousness.",1,NA
"5/5/22 16:28","5/5/22 16:35",0,"Anonymized",100,458,1,"5/5/22 16:35","R_1i96PWg8QSUgMR2",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","complexity of mind is right now out of our possibility of replication but we're working on it. If all such things that happens to us in our mind are explicable by complex physical iteraction it would be just a matter of time.",3,9,9,0,1,2,1,7,3,0,4,1,7,23,1,"robots can one day have consciousness.",NA,1
"5/5/22 16:29","5/5/22 16:35",0,"Anonymized",100,358,1,"5/5/22 16:35","R_Y5iIQSFgvKX7GGR",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","robots are not the same and will never be the same as humans, they do not have a conscious mind, they are programmed by a computer which is artificial and not the same as humans which we can describe as having a soul.",5,4,4,4,2,1,2,10,10,10,7,6,8,23,2,"robots will never have consciousness.",1,NA
"5/5/22 16:31","5/5/22 16:35",0,"Anonymized",100,256,1,"5/5/22 16:35","R_1jlEwtUpzerhnxN",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","Robots need programming to function so, they will never have their own conscience, since everything about them is programmed beforehand.",2,6,6,4,1,1,2,6,2,4,6,8,9,21,2,"robots will never have consciousness.",1,NA
"5/5/22 16:29","5/5/22 16:36",0,"Anonymized",100,401,1,"5/5/22 16:36","R_24MLMHYC865AyXz",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","Robots have the ability to self-learn, which means they can achieve consciousness at some point. It's about the structure of the human brain and the processes within it, but I can't explain them.",6,2,4,1,1,2,1,0,4,2,3,3,4,34,1,"robots can one day have consciousness.",NA,1
"5/5/22 16:33","5/5/22 16:36",0,"Anonymized",100,168,1,"5/5/22 16:36","R_20UtxGHrawAhW92",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","i can see why robots could eventually have consciousness since the brain functions with electric signals and scientists can recreate every function of the brain",6,6,7,1,2,1,2,8,3,2,9,8,10,25,1,"robots can one day have consciousness.",NA,1
"5/5/22 16:31","5/5/22 16:36",0,"Anonymized",100,292,1,"5/5/22 16:36","R_TjSUyA0JNk7Z3b3",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","I think the arguments the man pointed out in the video are likely to be true, because I also believe that advanced artificial intelligence can in some way imitate the computing power of our brain.",8,6,6,4,1,1,2,3,2,5,8,9,10,22,1,"robots can one day have consciousness.",NA,1
"5/5/22 16:33","5/5/22 16:36",0,"Anonymized",100,187,1,"5/5/22 16:36","R_1IuXC9R3LWMcWnO",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","I believe the arguments in the video are likely to be true because they are based on scientific research and on the human brain and biology.",1,2,2,1,2,2,1,8,6,7,4,7,8,32,2,"robots will never have consciousness.",1,NA
"5/5/22 16:33","5/5/22 16:36",0,"Anonymized",100,201,1,"5/5/22 16:36","R_5iF1ma5LJuo7Rmh",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","robots never be able to have a conscious mind, because its just a program. It cnt compare to human mind.",1,3,2,3,2,2,1,5,3,3,3,7,8,28,1,"robots will never have consciousness.",1,NA
"5/5/22 16:30","5/5/22 16:36",0,"Anonymized",100,365,1,"5/5/22 16:36","R_1CC5ya7pm30Vozu",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","As a general technology geek and a student of engineering I have a small understanding of the idea of how a brain operates, and the same has already been replicated (on smaller scales) in the so-called neural networks. I believe, that with the future, computers will be capable of replicating the immense complexity currently present in a human brain and so replicating human consciousness",10,4,1,2,2,2,1,5,5,5,7,9,7,22,1,"robots can one day have consciousness.",NA,1
"5/5/22 16:31","5/5/22 16:36",0,"Anonymized",100,274,1,"5/5/22 16:36","R_1k22P6PH8bw3Eny",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","It's reasonable to think that robots can never have counsciousness because they're strictly a material object. Having a mind or a soul is something more than just having a brain. Robots can look like humans but they will not be the same.",1,2,1,1,2,1,2,6,8,5,2,6,9,21,2,"robots will never have consciousness.",1,NA
"5/5/22 16:31","5/5/22 16:36",0,"Anonymized",100,272,1,"5/5/22 16:36","R_2EgITFMtNUyP4RK",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","The robots mind never can be as the houmans do. The speaker said that the houmans mind works more as a soul than as a computer program which the robots mind is. Robots mind is just a number of functions written as a computer program, so it never will be like human mind",10,10,10,10,2,2,1,10,0,7,2,10,8,20,1,"robots will never have consciousness.",1,NA
"5/5/22 16:31","5/5/22 16:36",0,"Anonymized",100,297,1,"5/5/22 16:36","R_3sdJoAg9vBxKsra",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","We do understand that the brain is composed of neurons communicating via binary electrical signals. Therefore we enough neurons one can believe that we could create a human mind with a neural network. ",3,8,8,7,1,1,2,3,3,2,7,5,7,24,2,"robots can one day have consciousness.",NA,1
"5/5/22 16:29","5/5/22 16:36",0,"Anonymized",100,454,1,"5/5/22 16:36","R_2CWhzVy6orZUTd5",NA,NA,NA,NA,"Anonymized","Anonymized","anonymous","","EN","Well it is true that the brain works like a computer, the main difference is that everyone is different and has slightly different brains and that our own brains evolve and change based on our experiences or diet, for example.
So from my understanding, yes you can make a robot have consciousness just like a human, but it would still be lacking on the individuality aspect (since you could have 100 robots with the same mind) and although their brains can evolve and learn from experience its really hard to replicate the biological aspect of a brain.",9,7,7,3,1,2,1,8,3,4,5,8,8,21,1,"robots can one day have consciousness.",NA,1
